timestamp,sessionID,datetime,type,imei,status,band,mcc,mnc,pci,rsrp,rsrq,asu,rssnr,ta,cqi,ci,lat,lon,alt,acc,speed,speed_acc
1687182439937,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:21.006Z,LTE,355017071801794,2147483647,100,0,0,476,-112,-13,28,0,0,0,0,51.3323094,12.35074,153.95319429434016,4.127,0.01758755,2.14748365E9,
1687182442083,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:23.146Z,LTE,355017071801794,2147483647,6300,262,2,20,-94,-12,46,8,10,13,8950530,51.332308,12.350741,153.80224971749874,4.148,0.005720376,2.14748365E9,
1687182442083,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:23.146Z,LTE,355017071801794,2147483647,100,0,0,476,-111,-12,29,0,0,0,0,51.332308,12.350741,153.80224971749874,4.148,0.005720376,2.14748365E9,
1687182444217,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:25.294Z,LTE,355017071801794,2147483647,6300,262,2,20,-95,-9,45,7,10,13,8950530,51.3323079,12.3507414,153.85186737063793,4.112,0.03055531,2.14748365E9,
1687182444217,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:25.294Z,LTE,355017071801794,2147483647,100,0,0,476,-110,-12,30,0,0,0,0,51.3323079,12.3507414,153.85186737063793,4.112,0.03055531,2.14748365E9,
1687182446365,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:27.433Z,LTE,355017071801794,2147483647,6300,262,2,20,-95,-9,45,7,10,13,8950530,51.3323091,12.3507415,153.77609721553543,4.0,0.013881634,2.14748365E9,
1687182446365,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:27.433Z,LTE,355017071801794,2147483647,100,0,0,476,-109,-14,31,0,0,0,0,51.3323091,12.3507415,153.77609721553543,4.0,0.013881634,2.14748365E9,
1687182448519,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:29.588Z,LTE,355017071801794,2147483647,6300,262,2,20,-95,-9,45,8,10,13,8950530,51.3323109,12.3507423,153.58153380994156,3.919,0.0209086,2.14748365E9,
1687182448519,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:29.588Z,LTE,355017071801794,2147483647,100,0,0,476,-112,-14,28,0,0,0,0,51.3323109,12.3507423,153.58153380994156,3.919,0.0209086,2.14748365E9,
1687182450648,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:30.651Z,LTE,355017071801794,2147483647,100,0,0,476,-114,-15,26,0,0,0,0,51.3323118,12.3507431,153.68609117536053,3.897,0.011889349,2.14748365E9,
1687182450647,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:31.695Z,LTE,355017071801794,2147483647,6300,262,2,20,-97,-12,43,7,10,12,8950530,51.3323123,12.3507434,154.01072437000377,3.87,0.0062858076,2.14748365E9,
1687182450647,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:31.695Z,LTE,355017071801794,2147483647,100,0,0,476,-114,-15,26,0,0,0,0,51.3323123,12.3507434,154.01072437000377,3.87,0.0062858076,2.14748365E9,
1687182452740,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:32.741Z,LTE,355017071801794,2147483647,6300,262,2,20,-97,-9,43,6,10,11,8950530,51.3323133,12.3507462,153.93421733505505,3.831,0.018279564,2.14748365E9,
1687182452739,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:32.741Z,LTE,355017071801794,2147483647,100,0,0,476,-115,-15,25,0,0,0,0,51.3323133,12.3507462,153.93421733505505,3.831,0.018279564,2.14748365E9,
1687182452739,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:33.768Z,LTE,355017071801794,2147483647,6300,262,2,20,-97,-9,43,6,10,11,8950530,51.3323138,12.3507468,153.96695393594882,3.813,0.045447733,2.14748365E9,
1687182452740,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:33.768Z,LTE,355017071801794,2147483647,100,0,0,476,-115,-15,25,0,0,0,0,51.3323138,12.3507468,153.96695393594882,3.813,0.045447733,2.14748365E9,
1687182454800,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:34.802Z,LTE,355017071801794,2147483647,6300,262,2,20,-100,-10,40,5,10,11,8950530,51.3323105,12.3507469,154.03105389158765,3.841,0.026293688,2.14748365E9,
1687182454800,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:34.802Z,LTE,355017071801794,2147483647,100,0,0,476,-114,-15,26,0,0,0,0,51.3323105,12.3507469,154.03105389158765,3.841,0.026293688,2.14748365E9,
1687182454799,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:35.843Z,LTE,355017071801794,2147483647,6300,262,2,20,-100,-10,40,5,10,11,8950530,51.3323086,12.3507462,153.96450881182346,3.881,0.0031507167,2.14748365E9,
1687182454799,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:35.843Z,LTE,355017071801794,2147483647,100,0,0,476,-114,-15,26,0,0,0,0,51.3323086,12.3507462,153.96450881182346,3.881,0.0031507167,2.14748365E9,
1687182456928,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:36.935Z,LTE,355017071801794,2147483647,100,0,0,476,-113,-13,27,0,0,0,0,51.3323084,12.3507461,153.9662715165274,3.862,0.017380306,2.14748365E9,
1687182456928,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:37.999Z,LTE,355017071801794,2147483647,6300,262,2,20,-100,-13,40,5,10,12,8950530,51.3323083,12.3507459,153.9249166406876,3.948,0.0159585,2.14748365E9,
1687182456929,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:37.999Z,LTE,355017071801794,2147483647,100,0,0,476,-113,-13,27,0,0,0,0,51.3323083,12.3507459,153.9249166406876,3.948,0.0159585,2.14748365E9,
1687182459057,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:40.127Z,LTE,355017071801794,2147483647,6300,262,2,20,-101,-11,39,4,10,10,8950530,51.3323082,12.350745,153.78224387203,4.0,0.049157605,2.14748365E9,
1687182459057,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:40.127Z,LTE,355017071801794,2147483647,100,0,0,476,-113,-13,27,0,0,0,0,51.3323082,12.350745,153.78224387203,4.0,0.049157605,2.14748365E9,
1687182461179,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:42.236Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-11,38,4,10,10,8950530,51.332308,12.3507427,153.87959624440253,4.0,0.040239967,2.14748365E9,
1687182461178,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:42.236Z,LTE,355017071801794,2147483647,100,0,0,476,-109,-10,31,0,0,0,0,51.332308,12.3507427,153.87959624440253,4.0,0.040239967,2.14748365E9,
1687182463309,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:43.315Z,LTE,355017071801794,2147483647,6300,262,2,20,-98,-8,42,4,10,11,8950530,51.3323079,12.3507413,153.8198101052945,4.0,0.040928602,2.14748365E9,
1687182463308,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:43.315Z,LTE,355017071801794,2147483647,100,0,0,476,-111,-12,29,0,0,0,0,51.3323079,12.3507413,153.8198101052945,4.0,0.040928602,2.14748365E9,
1687182463308,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:44.377Z,LTE,355017071801794,2147483647,6300,262,2,20,-98,-8,42,4,10,11,8950530,51.3323071,12.3507391,153.8198101052945,4.0,0.025765138,2.14748365E9,
1687182463309,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:44.377Z,LTE,355017071801794,2147483647,100,0,0,476,-111,-12,29,0,0,0,0,51.3323071,12.3507391,153.8198101052945,4.0,0.025765138,2.14748365E9,
1687182465436,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:45.442Z,LTE,355017071801794,2147483647,6300,262,2,20,-100,-10,40,3,10,12,8950530,51.3323067,12.3507377,153.71849240668763,4.0,0.017411102,2.14748365E9,
1687182465437,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:45.442Z,LTE,355017071801794,2147483647,100,0,0,476,-111,-13,29,0,0,0,0,51.3323067,12.3507377,153.71849240668763,4.0,0.017411102,2.14748365E9,
1687182465437,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:46.512Z,LTE,355017071801794,2147483647,6300,262,2,20,-100,-10,40,3,10,12,8950530,51.3323065,12.3507367,153.71849240668763,4.0,0.019991117,2.14748365E9,
1687182465436,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:46.512Z,LTE,355017071801794,2147483647,100,0,0,476,-111,-13,29,0,0,0,0,51.3323065,12.3507367,153.71849240668763,4.0,0.019991117,2.14748365E9,
1687182467602,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:48.652Z,LTE,355017071801794,2147483647,6300,262,2,20,-100,-10,40,4,10,11,8950530,51.3323056,12.3507354,153.7712340423696,4.0,0.022425648,2.14748365E9,
1687182467602,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:48.652Z,LTE,355017071801794,2147483647,100,0,0,476,-109,-11,31,0,0,0,0,51.3323056,12.3507354,153.7712340423696,4.0,0.022425648,2.14748365E9,
1687182469695,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:50.743Z,LTE,355017071801794,2147483647,6300,262,2,20,-97,-10,43,3,10,12,8950530,51.3323049,12.3507345,153.72367689486242,4.0,0.023200303,2.14748365E9,
1687182469695,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:50.743Z,LTE,355017071801794,2147483647,100,0,0,476,-109,-11,31,0,0,0,0,51.3323049,12.3507345,153.72367689486242,4.0,0.023200303,2.14748365E9,
1687182471780,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:51.785Z,LTE,355017071801794,2147483647,6300,262,2,20,-99,-12,41,3,10,13,8950530,51.3323047,12.3507343,153.54759886399705,4.0,0.02491918,2.14748365E9,
1687182471781,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:52.831Z,LTE,355017071801794,2147483647,6300,262,2,20,-99,-12,41,3,10,13,8950530,51.3323045,12.350734,153.34114645936904,4.0,0.0097756805,2.14748365E9,
1687182471781,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:52.831Z,LTE,355017071801794,2147483647,100,0,0,476,-109,-11,31,0,0,0,0,51.3323045,12.350734,153.34114645936904,4.0,0.0097756805,2.14748365E9,
1687182473902,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:53.906Z,LTE,355017071801794,2147483647,6300,262,2,20,-99,-13,41,5,10,12,8950530,51.3323022,12.3507331,153.51763907234505,4.0,0.10994323,2.14748365E9,
1687182473901,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:54.949Z,LTE,355017071801794,2147483647,6300,262,2,20,-99,-13,41,5,10,12,8950530,51.3322985,12.3507286,153.64376565900346,4.0,0.105447076,2.14748365E9,
1687182475997,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:57.077Z,LTE,355017071801794,2147483647,6300,262,2,20,-94,-9,46,7,10,12,8950530,51.3322916,12.3507157,153.31294583051638,4.0,0.21940464,2.14748365E9,
1687182475997,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:57.077Z,LTE,355017071801794,2147483647,100,0,0,476,-110,-14,30,0,0,0,0,51.3322916,12.3507157,153.31294583051638,4.0,0.21940464,2.14748365E9,
1687182478138,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:58.143Z,LTE,355017071801794,2147483647,100,0,0,476,-107,-13,33,0,0,0,0,51.3322893,12.3507157,153.26015824999885,4.0,0.036763526,2.14748365E9,
1687182478138,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:59.208Z,LTE,355017071801794,2147483647,6300,262,2,20,-97,-10,43,8,10,11,8950530,51.3322875,12.350719,153.16711750585426,4.0,0.16137493,2.14748365E9,
1687182478139,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:59.208Z,LTE,355017071801794,2147483647,100,0,0,476,-107,-13,33,0,0,0,0,51.3322875,12.350719,153.16711750585426,4.0,0.16137493,2.14748365E9,
1687182478138,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:47:59.208Z,LTE,355017071801794,2147483647,1801,0,0,130,-118,-16,22,0,0,0,0,51.3322875,12.350719,153.16711750585426,4.0,0.16137493,2.14748365E9,
1687182480302,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:00.310Z,LTE,355017071801794,2147483647,1801,0,0,130,-119,-17,21,0,0,0,0,51.3322869,12.3507186,153.25188792016206,4.0,0.072055705,2.14748365E9,
1687182480303,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:01.392Z,LTE,355017071801794,2147483647,6300,262,2,20,-99,-9,41,6,10,11,8950530,51.3322865,12.3507184,153.34178574832418,4.0,0.05512401,2.14748365E9,
1687182480303,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:01.392Z,LTE,355017071801794,2147483647,100,0,0,476,-107,-11,33,0,0,0,0,51.3322865,12.3507184,153.34178574832418,4.0,0.05512401,2.14748365E9,
1687182480303,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:01.392Z,LTE,355017071801794,2147483647,1801,0,0,130,-119,-17,21,0,0,0,0,51.3322865,12.3507184,153.34178574832418,4.0,0.05512401,2.14748365E9,
1687182482486,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:02.491Z,LTE,355017071801794,2147483647,6300,262,2,20,-103,-11,37,4,10,9,8950530,51.332286,12.3507178,153.27669893394406,4.0,0.14220625,2.14748365E9,
1687182482486,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:02.491Z,LTE,355017071801794,2147483647,100,0,0,476,-107,-10,33,0,0,0,0,51.332286,12.3507178,153.27669893394406,4.0,0.14220625,2.14748365E9,
1687182482485,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:03.559Z,LTE,355017071801794,2147483647,6300,262,2,20,-103,-11,37,4,10,9,8950530,51.3322855,12.3507163,153.54439965992816,4.0,0.037192006,2.14748365E9,
1687182482485,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:03.559Z,LTE,355017071801794,2147483647,100,0,0,476,-107,-10,33,0,0,0,0,51.3322855,12.3507163,153.54439965992816,4.0,0.037192006,2.14748365E9,
1687182484637,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:04.641Z,LTE,355017071801794,2147483647,100,0,0,476,-107,-10,33,0,0,0,0,51.3322849,12.3507161,153.42033057191196,4.0,0.03673909,2.14748365E9,
1687182484636,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:05.676Z,LTE,355017071801794,2147483647,6300,262,2,20,-101,-11,39,2,10,10,8950530,51.3322845,12.3507158,153.50341226615308,4.0,0.011398063,2.14748365E9,
1687182484636,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:05.676Z,LTE,355017071801794,2147483647,100,0,0,476,-107,-10,33,0,0,0,0,51.3322845,12.3507158,153.50341226615308,4.0,0.011398063,2.14748365E9,
1687182486729,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:06.731Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-10,38,3,10,11,8950530,51.3322842,12.3507167,153.67472395636085,4.166,0.0047926423,2.14748365E9,
1687182486730,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:06.731Z,LTE,355017071801794,2147483647,100,0,0,476,-106,-9,34,0,0,0,0,51.3322842,12.3507167,153.67472395636085,4.166,0.0047926423,2.14748365E9,
1687182486730,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:07.759Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-10,38,3,10,11,8950530,51.332284,12.3507163,153.70987454755831,4.5,0.030523926,2.14748365E9,
1687182486729,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:07.759Z,LTE,355017071801794,2147483647,100,0,0,476,-106,-9,34,0,0,0,0,51.332284,12.3507163,153.70987454755831,4.5,0.030523926,2.14748365E9,
1687182488788,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:09.829Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-10,38,3,10,11,8950530,51.3322838,12.3507162,153.7653520621859,5.555,0.024162913,2.14748365E9,
1687182488789,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:09.829Z,LTE,355017071801794,2147483647,100,0,0,476,-106,-10,34,0,0,0,0,51.3322838,12.3507162,153.7653520621859,5.555,0.024162913,2.14748365E9,
1687182488789,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:09.829Z,LTE,355017071801794,2147483647,1801,0,0,301,-121,-18,19,0,0,0,0,51.3322838,12.3507162,153.7653520621859,5.555,0.024162913,2.14748365E9,
1687182490889,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:11.976Z,LTE,355017071801794,2147483647,6300,262,2,20,-104,-11,36,3,10,9,8950530,51.3322839,12.3507173,153.81166730247082,6.0,0.03416678,2.14748365E9,
1687182490889,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:11.976Z,LTE,355017071801794,2147483647,100,0,0,476,-108,-11,32,0,0,0,0,51.3322839,12.3507173,153.81166730247082,6.0,0.03416678,2.14748365E9,
1687182490889,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:11.976Z,LTE,355017071801794,2147483647,1801,0,0,130,-121,-16,19,0,0,0,0,51.3322839,12.3507173,153.81166730247082,6.0,0.03416678,2.14748365E9,
1687182493076,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:13.085Z,LTE,355017071801794,2147483647,100,0,0,476,-110,-14,30,0,0,0,0,51.332284,12.3507171,153.82820888055727,6.0,0.04839655,2.14748365E9,
1687182493077,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:13.085Z,LTE,355017071801794,2147483647,1801,0,0,130,-117,-14,23,0,0,0,0,51.332284,12.3507171,153.82820888055727,6.0,0.04839655,2.14748365E9,
1687182493077,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:14.208Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-13,38,3,10,11,8950530,51.3322841,12.3507198,153.79292978119224,6.0,0.055329278,2.14748365E9,
1687182493077,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:14.208Z,LTE,355017071801794,2147483647,100,0,0,476,-110,-14,30,0,0,0,0,51.3322841,12.3507198,153.79292978119224,6.0,0.055329278,2.14748365E9,
1687182493076,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:14.208Z,LTE,355017071801794,2147483647,1801,0,0,130,-117,-14,23,0,0,0,0,51.3322841,12.3507198,153.79292978119224,6.0,0.055329278,2.14748365E9,
1687182493077,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:14.208Z,LTE,355017071801794,2147483647,1801,0,0,301,-121,-17,19,0,0,0,0,51.3322841,12.3507198,153.79292978119224,6.0,0.055329278,2.14748365E9,
1687182495347,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:16.418Z,LTE,355017071801794,2147483647,6300,262,2,20,-104,-11,36,3,10,11,8950530,51.3322827,12.3507359,154.05658254610458,6.0,0.15078108,2.14748365E9,
1687182495347,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:16.418Z,LTE,355017071801794,2147483647,100,0,0,476,-108,-11,32,0,0,0,0,51.3322827,12.3507359,154.05658254610458,6.0,0.15078108,2.14748365E9,
1687182497477,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:17.483Z,LTE,355017071801794,2147483647,100,0,0,476,-110,-13,30,0,0,0,0,51.3322825,12.350737,154.0938026262909,6.0,0.029441727,2.14748365E9,
1687182497478,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:18.540Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-11,38,1,10,10,8950530,51.3322818,12.3507394,154.05451476867796,6.0,0.16192156,2.14748365E9,
1687182497478,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:18.540Z,LTE,355017071801794,2147483647,100,0,0,476,-110,-13,30,0,0,0,0,51.3322818,12.3507394,154.05451476867796,6.0,0.16192156,2.14748365E9,
1687182499625,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:20.669Z,LTE,355017071801794,2147483647,6300,262,2,20,-103,-14,37,1,10,10,8950530,51.3322804,12.3507476,153.94078778910185,6.0,0.13047592,2.14748365E9,
1687182499625,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:20.669Z,LTE,355017071801794,2147483647,100,0,0,476,-110,-12,30,0,0,0,0,51.3322804,12.3507476,153.94078778910185,6.0,0.13047592,2.14748365E9,
1687182501731,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:22.756Z,LTE,355017071801794,2147483647,6300,262,2,20,-104,-12,36,0,10,9,8950530,51.3322778,12.3507566,153.9683952009603,6.0,0.039056703,2.14748365E9,
1687182501731,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:22.756Z,LTE,355017071801794,2147483647,100,0,0,476,-108,-11,32,0,0,0,0,51.3322778,12.3507566,153.9683952009603,6.0,0.039056703,2.14748365E9,
1687182503784,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:23.786Z,LTE,355017071801794,2147483647,6300,262,2,20,-104,-11,36,1,10,6,8950530,51.3322778,12.3507576,153.9125663029325,6.0,0.016853336,2.14748365E9,
1687182503785,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:24.814Z,LTE,355017071801794,2147483647,6300,262,2,20,-104,-11,36,1,10,6,8950530,51.3322783,12.3507584,153.86914408160158,6.0,0.12435462,2.14748365E9,
1687182503784,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:24.814Z,LTE,355017071801794,2147483647,100,0,0,476,-108,-11,32,0,0,0,0,51.3322783,12.3507584,153.86914408160158,6.0,0.12435462,2.14748365E9,
1687182505890,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:25.897Z,LTE,355017071801794,2147483647,100,0,0,476,-107,-11,33,0,0,0,0,51.3322792,12.3507558,153.764447601234,6.0,0.23825082,2.14748365E9,
1687182505891,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:26.954Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-11,38,2,10,10,8950530,51.3322788,12.3507515,153.79864045575033,6.0,0.20605011,2.14748365E9,
1687182505891,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:26.954Z,LTE,355017071801794,2147483647,100,0,0,476,-107,-11,33,0,0,0,0,51.3322788,12.3507515,153.79864045575033,6.0,0.20605011,2.14748365E9,
1687182508038,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:28.043Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-14,38,2,10,10,8950530,51.3322785,12.350748,153.73875119904983,6.0,0.28694367,2.14748365E9,
1687182508037,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:29.118Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-14,38,2,10,10,8950530,51.3322765,12.3507449,153.7387718729357,6.0,0.46373636,2.14748365E9,
1687182508037,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:29.118Z,LTE,355017071801794,2147483647,100,0,0,476,-108,-10,32,0,0,0,0,51.3322765,12.3507449,153.7387718729357,6.0,0.46373636,2.14748365E9,
1687182510193,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:30.199Z,LTE,355017071801794,2147483647,100,0,0,476,-108,-11,32,0,0,0,0,51.3322722,12.3507431,153.56920106046502,6.0,0.55238277,2.14748365E9,
1687182510192,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:31.282Z,LTE,355017071801794,2147483647,6300,262,2,20,-101,-10,39,2,10,10,8950530,51.332267,12.3507413,153.53405084756827,6.0,0.49347404,2.14748365E9,
1687182510192,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:31.282Z,LTE,355017071801794,2147483647,100,0,0,476,-108,-11,32,0,0,0,0,51.332267,12.3507413,153.53405084756827,6.0,0.49347404,2.14748365E9,
1687182510192,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:31.282Z,LTE,355017071801794,2147483647,1801,0,0,130,-118,-14,22,0,0,0,0,51.332267,12.3507413,153.53405084756827,6.0,0.49347404,2.14748365E9,
1687182512390,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:32.396Z,LTE,355017071801794,2147483647,6300,262,2,20,-100,-10,40,3,10,7,8950530,51.3322647,12.3507386,153.68410737350018,6.0,0.36494404,2.14748365E9,
1687182512390,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:32.396Z,LTE,355017071801794,2147483647,100,0,0,476,-109,-12,31,0,0,0,0,51.3322647,12.3507386,153.68410737350018,6.0,0.36494404,2.14748365E9,
1687182512389,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:33.443Z,LTE,355017071801794,2147483647,6300,262,2,20,-100,-10,40,3,10,7,8950530,51.3322642,12.3507362,153.60059195750762,6.0,0.24390523,2.14748365E9,
1687182512389,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:33.443Z,LTE,355017071801794,2147483647,100,0,0,476,-109,-12,31,0,0,0,0,51.3322642,12.3507362,153.60059195750762,6.0,0.24390523,2.14748365E9,
1687182514510,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:34.517Z,LTE,355017071801794,2147483647,100,0,0,476,-110,-14,30,0,0,0,0,51.332264,12.3507352,153.62126863171994,6.0,0.046303615,2.14748365E9,
1687182514510,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:35.578Z,LTE,355017071801794,2147483647,6300,262,2,20,-101,-11,39,3,10,7,8950530,51.3322642,12.350735,153.63337050678564,6.0,0.06326265,2.14748365E9,
1687182514511,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:35.578Z,LTE,355017071801794,2147483647,100,0,0,476,-110,-14,30,0,0,0,0,51.3322642,12.350735,153.63337050678564,6.0,0.06326265,2.14748365E9,
1687182516650,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:36.657Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-11,38,2,10,9,8950530,51.332264,12.3507339,153.6313028396169,6.0,0.014904903,2.14748365E9,
1687182516650,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:36.657Z,LTE,355017071801794,2147483647,100,0,0,476,-108,-13,32,0,0,0,0,51.332264,12.3507339,153.6313028396169,6.0,0.014904903,2.14748365E9,
1687182516652,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:37.697Z,LTE,355017071801794,2147483647,6300,262,2,20,-102,-11,38,2,10,9,8950530,51.3322642,12.3507342,153.64370885021438,6.0,0.16611965,2.14748365E9,
1687182516651,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:37.697Z,LTE,355017071801794,2147483647,100,0,0,476,-108,-13,32,0,0,0,0,51.3322642,12.3507342,153.64370885021438,6.0,0.16611965,2.14748365E9,
1687182518741,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:48:38.744Z,LTE,355017071801794,2147483647,1801,0,0,301,-120,-16,20,0,0,0,0,51.3322641,12.3507329,153.77810846536974,6.0,0.027872674,2.14748365E9,
